Time in s	CH I in Volt	CH II in Volt	
2.01E-4	-2.40E+00	-6.40E-04	
2.02E-4	-2.44E+00	-4.40E-04	
2.03E-4	-2.40E+00	2.00E-04	
2.04E-4	-2.40E+00	-6.40E-04	
2.05E-4	-2.44E+00	-8.40E-04	
2.06E-4	-2.40E+00	1.60E-04	
2.07E-4	-2.40E+00	3.60E-04	
2.08E-4	-2.40E+00	-7.20E-04	
2.09E-4	-2.40E+00	-8.80E-04	
2.1E-4	-2.40E+00	-1.40E-03	
2.11E-4	-2.40E+00	4.00E-04	
2.12E-4	-2.40E+00	-1.04E-03	
2.13E-4	-2.40E+00	-1.00E-03	
2.14E-4	-2.40E+00	-1.12E-03	
2.15E-4	-2.44E+00	2.40E-04	
2.16E-4	-2.40E+00	-5.60E-04	
2.17E-4	-2.40E+00	-3.20E-04	
2.18E-4	-2.40E+00	-3.60E-04	
2.19E-4	-2.40E+00	-7.20E-04	
2.2E-4	-2.40E+00	-4.00E-05	
2.21E-4	-2.44E+00	-1.16E-03	
2.22E-4	-2.40E+00	4.00E-05	
2.23E-4	-2.40E+00	-7.20E-04	
2.24E-4	-2.44E+00	-5.20E-04	
2.25E-4	-2.36E+00	-3.60E-04	
2.26E-4	-2.40E+00	-1.56E-03	
2.27E-4	-2.40E+00	2.40E-04	
2.28E-4	-2.40E+00	-8.00E-05	
2.29E-4	-2.40E+00	-7.20E-04	
2.3E-4	-2.40E+00	-5.60E-04	
2.31E-4	-2.40E+00	-8.00E-04	
2.32E-4	-2.40E+00	-3.20E-04	
2.33E-4	-2.40E+00	-2.40E-04	
2.34E-4	-2.44E+00	-1.00E-03	
2.35E-4	-2.40E+00	-3.20E-04	
2.36E-4	-2.40E+00	-2.80E-04	
2.37E-4	-2.44E+00	-8.80E-04	
2.38E-4	-2.40E+00	-4.00E-05	
2.39E-4	-2.40E+00	-6.40E-04	
2.4E-4	-2.40E+00	-1.08E-03	
2.41E-4	-2.40E+00	-1.20E-04	
2.42E-4	-2.40E+00	-3.20E-04	
2.43E-4	-2.40E+00	-8.00E-05	
2.44E-4	-2.40E+00	-8.00E-04	
2.45E-4	-2.40E+00	-8.80E-04	
2.46E-4	-2.40E+00	4.00E-05	
2.47E-4	-2.44E+00	-1.16E-03	
2.48E-4	-2.40E+00	5.20E-04	
2.49E-4	-2.36E+00	-6.80E-04	
2.5E-4	-2.44E+00	-7.60E-04	
2.51E-4	-2.40E+00	1.60E-04	
2.52E-4	-2.40E+00	-1.16E-03	
2.53E-4	-2.40E+00	-5.20E-04	
2.54E-4	-2.40E+00	-1.08E-03	
2.55E-4	-2.44E+00	-7.20E-04	
2.56E-4	-2.44E+00	4.80E-04	
2.57E-4	-2.40E+00	1.60E-04	
2.58E-4	-2.40E+00	-5.20E-04	
2.59E-4	-2.40E+00	-1.60E-04	
2.6E-4	-2.40E+00	-8.40E-04	
2.61E-4	-2.40E+00	-4.80E-04	
2.62E-4	-2.40E+00	4.00E-05	
2.63E-4	-2.40E+00	-1.92E-03	
2.64E-4	-2.40E+00	-1.24E-03	
2.65E-4	-2.44E+00	-4.40E-04	
2.66E-4	-2.40E+00	3.60E-04	
2.67E-4	-2.40E+00	-4.40E-04	
2.68E-4	-2.44E+00	-4.40E-04	
2.69E-4	-2.40E+00	-2.00E-04	
2.7E-4	-2.40E+00	1.20E-04	
2.71E-4	-2.44E+00	-1.60E-04	
2.72E-4	-2.40E+00	-4.00E-04	
2.73E-4	-2.44E+00	-1.04E-03	
2.74E-4	-2.44E+00	-2.40E-04	
2.75E-4	-2.36E+00	0.00E+00	
2.76E-4	-2.40E+00	-1.16E-03	
2.77E-4	-2.40E+00	-2.80E-04	
2.78E-4	-2.40E+00	-2.00E-04	
2.79E-4	-2.40E+00	-4.80E-04	
2.8E-4	-2.40E+00	4.00E-05	
2.81E-4	-2.40E+00	-2.80E-04	
2.82E-4	-2.40E+00	-8.00E-05	
2.83E-4	-2.40E+00	-7.20E-04	
2.84E-4	-2.44E+00	-1.04E-03	
2.85E-4	-2.44E+00	-6.80E-04	
2.86E-4	-2.40E+00	-5.60E-04	
2.87E-4	-2.44E+00	-6.80E-04	
2.88E-4	-2.40E+00	-3.60E-04	
2.89E-4	-2.40E+00	-1.12E-03	
2.9E-4	-2.40E+00	-8.00E-04	
2.91E-4	-2.40E+00	6.80E-04	
2.92E-4	-2.44E+00	-1.16E-03	
2.93E-4	-2.40E+00	-1.12E-03	
2.94E-4	-2.40E+00	-1.00E-03	
2.95E-4	-2.40E+00	-8.40E-04	
2.96E-4	-2.40E+00	-4.40E-04	
2.97E-4	-2.44E+00	-7.20E-04	
2.98E-4	-2.40E+00	-7.20E-04	
2.99E-4	-2.36E+00	-3.60E-04	
3.E-4	-2.44E+00	-1.00E-03	
3.01E-4	-2.40E+00	-4.00E-05	
3.02E-4	-2.40E+00	-7.60E-04	
3.03E-4	-2.40E+00	-1.60E-04	
3.04E-4	-2.40E+00	-6.80E-04	
3.05E-4	-2.40E+00	-1.40E-03	
3.06E-4	-2.44E+00	8.40E-04	
3.07E-4	-2.40E+00	0.00E+00	
3.08E-4	-2.40E+00	-1.12E-03	
3.09E-4	-2.40E+00	-2.40E-04	
3.1E-4	-2.40E+00	-5.60E-04	
3.11E-4	-2.40E+00	-5.20E-04	
3.12E-4	-2.40E+00	-1.60E-04	
3.13E-4	-2.40E+00	-1.04E-03	
3.14E-4	-2.40E+00	-2.80E-04	
3.15E-4	-2.44E+00	-7.20E-04	
3.16E-4	-2.40E+00	1.20E-04	
3.17E-4	-2.40E+00	-1.04E-03	
3.18E-4	-2.44E+00	-5.60E-04	
3.19E-4	-2.40E+00	-2.40E-04	
3.2E-4	-2.40E+00	-4.00E-05	
3.21E-4	-2.44E+00	-2.00E-04	
3.22E-4	-2.40E+00	-1.20E-04	
3.23E-4	-2.44E+00	-4.80E-04	
3.24E-4	-2.44E+00	-7.20E-04	
3.25E-4	-2.40E+00	-3.60E-04	
3.26E-4	-2.44E+00	-1.12E-03	
3.27E-4	-2.40E+00	1.20E-03	
3.28E-4	-2.40E+00	-9.20E-04	
3.29E-4	-2.40E+00	-8.40E-04	
3.3E-4	-2.36E+00	4.80E-04	
3.31E-4	-2.40E+00	-8.40E-04	
3.32E-4	-2.40E+00	-9.20E-04	
3.33E-4	-2.40E+00	0.00E+00	
3.34E-4	-2.44E+00	-2.00E-04	
3.35E-4	-2.40E+00	-8.00E-04	
3.36E-4	-2.40E+00	-8.00E-04	
3.37E-4	-2.44E+00	-2.00E-04	
3.38E-4	-2.40E+00	2.40E-04	
3.39E-4	-2.40E+00	-1.04E-03	
3.4E-4	-2.40E+00	-5.60E-04	
3.41E-4	-2.40E+00	-4.40E-04	
3.42E-4	-2.44E+00	-6.80E-04	
3.43E-4	-2.40E+00	-9.60E-04	
3.44E-4	-2.40E+00	-4.00E-04	
3.45E-4	-2.40E+00	4.00E-05	
3.46E-4	-2.40E+00	-9.20E-04	
3.47E-4	-2.44E+00	-4.40E-04	
3.48E-4	-2.40E+00	2.80E-04	
3.49E-4	-2.40E+00	-1.12E-03	
3.5E-4	-2.44E+00	-8.40E-04	
3.51E-4	-2.40E+00	4.00E-04	
3.52E-4	-2.40E+00	-1.36E-03	
3.53E-4	-2.40E+00	-1.20E-04	
3.54E-4	-2.40E+00	-7.60E-04	
3.55E-4	-2.40E+00	-1.44E-03	
3.56E-4	-2.44E+00	-8.80E-04	
3.57E-4	-2.40E+00	-2.40E-04	
3.58E-4	-2.40E+00	-5.20E-04	
3.59E-4	-2.40E+00	-5.60E-04	
3.6E-4	-2.40E+00	-1.56E-03	
3.61E-4	-2.40E+00	4.40E-04	
3.62E-4	-2.40E+00	-4.40E-04	
3.63E-4	-2.40E+00	-1.04E-03	
3.64E-4	-2.40E+00	-4.00E-04	
3.65E-4	-2.44E+00	-8.00E-04	
3.66E-4	-2.40E+00	-6.40E-04	
3.67E-4	-2.40E+00	-6.40E-04	
3.68E-4	-2.44E+00	0.00E+00	
3.69E-4	-2.40E+00	2.80E-04	
3.7E-4	-2.40E+00	-1.08E-03	
3.71E-4	-2.44E+00	-7.60E-04	
3.72E-4	-2.40E+00	-1.60E-04	
3.73E-4	-2.44E+00	-1.52E-03	
3.74E-4	-2.40E+00	-1.60E-04	
3.75E-4	-2.40E+00	-2.80E-04	
3.76E-4	-2.40E+00	-1.04E-03	
3.77E-4	-2.40E+00	6.40E-04	
3.78E-4	-2.44E+00	-5.60E-04	
3.79E-4	-2.40E+00	-9.60E-04	
3.8E-4	-2.40E+00	2.00E-04	
3.81E-4	-2.40E+00	-8.40E-04	
3.82E-4	-2.40E+00	-1.32E-03	
3.83E-4	-2.40E+00	8.00E-05	
3.84E-4	-2.44E+00	-4.40E-04	
3.85E-4	-2.40E+00	1.60E-04	
3.86E-4	-2.40E+00	-9.60E-04	
3.87E-4	-2.40E+00	-1.08E-03	
3.88E-4	-2.44E+00	-6.00E-04	
3.89E-4	-2.40E+00	-1.20E-03	
3.9E-4	-2.40E+00	-8.00E-05	
3.91E-4	-2.40E+00	-2.00E-04	
3.92E-4	-2.44E+00	-4.80E-04	
3.93E-4	-2.40E+00	4.00E-05	
3.94E-4	-2.40E+00	-6.80E-04	
3.95E-4	-2.40E+00	-6.80E-04	
3.96E-4	-2.40E+00	-2.40E-04	
3.97E-4	-2.44E+00	-1.28E-03	
3.98E-4	-2.40E+00	-6.00E-04	
3.99E-4	-2.40E+00	-7.20E-04	
4.E-4	-2.44E+00	-4.00E-05	
4.01E-4	-2.40E+00	-3.20E-04	
4.02E-4	-2.40E+00	-1.48E-03	
4.03E-4	-2.40E+00	2.40E-04	
4.04E-4	-2.40E+00	-6.80E-04	
4.05E-4	-2.40E+00	-1.12E-03	
4.06E-4	-2.44E+00	-4.00E-04	
4.07E-4	-2.40E+00	-6.80E-04	
4.08E-4	-2.40E+00	-4.00E-04	
4.09E-4	-2.40E+00	-4.00E-04	
4.1E-4	-2.40E+00	-4.00E-05	
4.11E-4	-2.40E+00	-7.60E-04	
4.12E-4	-2.40E+00	-6.80E-04	
4.13E-4	-2.40E+00	-3.20E-04	
4.14E-4	-2.40E+00	-1.32E-03	
4.15E-4	-2.40E+00	2.40E-04	
4.16E-4	-2.40E+00	-3.60E-04	
4.17E-4	-2.40E+00	-8.00E-04	
4.18E-4	-2.40E+00	-1.44E-03	
4.19E-4	-2.40E+00	-1.08E-03	
4.2E-4	-2.44E+00	-1.40E-03	
4.21E-4	-2.44E+00	8.00E-05	
4.22E-4	-2.40E+00	6.40E-04	
4.23E-4	-2.44E+00	-1.32E-03	
4.24E-4	-2.40E+00	-4.00E-05	
4.25E-4	-2.40E+00	-2.80E-04	
4.26E-4	-2.40E+00	-6.40E-04	
4.27E-4	-2.36E+00	-7.20E-04	
4.28E-4	-2.40E+00	-4.00E-05	
4.29E-4	-2.40E+00	2.40E-04	
4.3E-4	-2.36E+00	-6.40E-04	
4.31E-4	-2.40E+00	-1.24E-03	
4.32E-4	-2.40E+00	-3.20E-04	
4.33E-4	-2.40E+00	-6.00E-04	
4.34E-4	-2.44E+00	-5.20E-04	
4.35E-4	-2.40E+00	-1.04E-03	
4.36E-4	-2.40E+00	-2.00E-04	
4.37E-4	-2.40E+00	-2.00E-04	
4.38E-4	-2.40E+00	4.00E-05	
4.39E-4	-2.40E+00	-9.60E-04	
4.4E-4	-2.40E+00	-1.20E-04	
4.41E-4	-2.40E+00	-9.60E-04	
4.42E-4	-2.44E+00	-4.40E-04	
4.43E-4	-2.40E+00	0.00E+00	
4.44E-4	-2.40E+00	-1.24E-03	
4.45E-4	-2.40E+00	-4.80E-04	
4.46E-4	-2.36E+00	-4.80E-04	
4.47E-4	-2.40E+00	-1.28E-03	
4.48E-4	-2.40E+00	1.60E-04	
4.49E-4	-2.40E+00	-6.80E-04	
4.5E-4	-2.40E+00	-6.80E-04	
4.51E-4	-2.40E+00	-4.80E-04	
4.52E-4	-2.40E+00	-1.44E-03	
4.53E-4	-2.40E+00	-1.60E-04	
4.54E-4	-2.40E+00	-7.60E-04	
4.55E-4	-2.40E+00	-1.00E-03	
4.56E-4	-2.44E+00	-5.20E-04	
4.57E-4	-2.40E+00	-1.60E-04	
4.58E-4	-2.40E+00	-5.60E-04	
4.59E-4	-2.40E+00	-1.60E-04	
4.6E-4	-2.40E+00	-5.20E-04	
4.61E-4	-2.40E+00	-5.60E-04	
4.62E-4	-2.40E+00	-7.60E-04	
4.63E-4	-2.40E+00	-8.00E-04	
4.64E-4	-2.40E+00	-8.40E-04	
4.65E-4	-2.40E+00	0.00E+00	
4.66E-4	-2.40E+00	-8.40E-04	
4.67E-4	-2.40E+00	-1.60E-04	
4.68E-4	-2.40E+00	-4.00E-05	
4.69E-4	-2.40E+00	-4.40E-04	
4.7E-4	-2.44E+00	-8.80E-04	
4.71E-4	-2.40E+00	-3.60E-04	
4.72E-4	-2.40E+00	-1.20E-04	
4.73E-4	-2.40E+00	-6.00E-04	
4.74E-4	-2.40E+00	6.40E-04	
4.75E-4	-2.40E+00	-5.20E-04	
4.76E-4	-2.40E+00	-6.00E-04	
4.77E-4	-2.36E+00	-2.00E-04	
4.78E-4	-2.40E+00	-1.16E-03	
4.79E-4	-2.40E+00	-4.40E-04	
4.8E-4	-2.36E+00	-4.80E-04	
4.81E-4	-2.40E+00	-7.20E-04	
4.82E-4	-2.36E+00	4.00E-05	
4.83E-4	-2.40E+00	-4.80E-04	
4.84E-4	-2.40E+00	6.80E-04	
4.85E-4	-2.40E+00	-6.80E-04	
4.86E-4	-2.40E+00	-5.60E-04	
4.87E-4	-2.40E+00	-6.80E-04	
4.88E-4	-2.40E+00	-3.20E-04	
4.89E-4	-2.40E+00	-7.20E-04	
4.9E-4	-2.36E+00	-7.60E-04	
4.91E-4	-2.40E+00	-2.00E-04	
4.92E-4	-2.40E+00	-4.00E-04	
4.93E-4	-2.36E+00	5.20E-04	
4.94E-4	-2.40E+00	-6.40E-04	
4.95E-4	-2.36E+00	4.00E-04	
4.96E-4	-2.36E+00	-1.52E-03	
4.97E-4	-2.36E+00	-6.40E-04	
4.98E-4	-2.36E+00	2.80E-04	
4.99E-4	-2.36E+00	-8.80E-04	
5.E-4	-2.36E+00	-4.40E-04	
5.01E-4	-2.36E+00	-6.00E-04	
5.02E-4	-2.36E+00	-1.20E-03	
5.03E-4	-2.36E+00	-4.40E-04	
5.04E-4	-2.36E+00	-5.20E-04	
5.05E-4	-2.36E+00	-9.60E-04	
5.06E-4	-2.36E+00	-2.80E-04	
5.07E-4	-2.36E+00	-6.00E-04	
5.08E-4	-2.32E+00	5.60E-04	
5.09E-4	-2.36E+00	-2.40E-04	
5.1E-4	-2.32E+00	2.40E-04	
5.11E-4	-2.32E+00	-1.64E-03	
5.12E-4	-2.32E+00	-6.00E-04	
5.13E-4	-2.32E+00	-8.80E-04	
5.14E-4	-2.32E+00	-7.60E-04	
5.15E-4	-2.28E+00	-2.80E-04	
5.16E-4	-2.24E+00	-5.20E-04	
5.17E-4	-1.44E+00	1.20E-04	
5.18E-4	4.80E-01	8.00E-05	
5.19E-4	4.00E+00	-5.60E-04	
5.2E-4	5.12E+00	4.80E-04	
5.21E-4	5.12E+00	-8.80E-04	
5.22E-4	5.12E+00	2.72E-03	
